19, 0.33593750000000044
19, 0.296875
20.01639344262295, 0.640625
20.01639344262295, 0.5625
21.016393442622952, 1.1015625
21.016393442622952, 0.984375
22.016393442622952, 1.7109375
22.016393442622952, 1.53125
23, 2.3671875
23.016393442622952, 2.1328125
24.016393442622952, 2.9921875
24.016393442622952, 2.6796875
25.032786885245905, 3.3671875
25.032786885245905, 3.0078125
26, 3.4140625
26, 3.0625
27.016393442622952, 3.125
27.016393442622952, 2.7890625
27.98360655737705, 2.6015625
27.98360655737705, 2.3125
29, 1.921875
29, 1.71875
