"","Row.id","Date","District","Village","LLIN_distributed","Season","nDate","Month","nMonth","Compound","Household","Method","Location","Hour","nHour","Humidity","Temperature","An.g.male","An.g.unfed","An.g.halffed","An.g.fed","An.g.grsgr","tot.gamb","An.f.male","An.f.unfed","An.f.halffed","An.f.fed","An.f.grsgr","An.funestus","oth.An.male","oth.An.female","Culex.male","Culex.female","Mansonia.male","Mansonia.female","Aedes.male","Aedes.female","x","TinyTag"
"1",121,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","07pm-08pm",1,77.11,28.36,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"2",122,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","08pm-09pm",2,77.11,28.36,0,7,0,1,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
"3",123,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","09pm-10pm",3,77.11,28.36,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"4",124,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","10pm-11pm",4,77.11,28.36,0,22,0,10,2,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"5",125,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","11pm-12am",5,77.11,28.36,0,11,0,0,4,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
"6",126,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","12am-01am",6,77.11,28.36,0,58,2,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"7",127,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","01am-02am",7,77.11,28.36,0,46,1,0,2,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA
"8",128,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","02am-03am",8,77.11,28.36,0,82,0,1,1,84,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA
"9",129,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","03am-04am",9,77.11,28.36,0,40,2,0,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"10",130,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","04am-05am",10,77.11,28.36,0,47,6,5,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"11",131,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","IN","05am-06am",11,77.11,28.36,0,14,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"12",132,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","07pm-08pm",1,88.22,25.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"13",133,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","08pm-09pm",2,88.22,25.62,0,11,0,0,4,15,0,0,0,0,0,0,0,2,0,0,0,1,0,0,NA,NA
"14",134,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","09pm-10pm",3,88.22,25.62,0,34,2,0,4,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"15",135,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","10pm-11pm",4,88.22,25.62,0,31,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"16",136,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","11pm-12am",5,88.22,25.62,0,80,3,0,3,86,0,0,0,0,0,0,0,2,0,0,0,1,0,1,NA,NA
"17",137,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","12am-01am",6,88.22,25.62,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"18",138,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","01am-02am",7,88.22,25.62,0,80,3,0,4,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA
"19",139,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","02am-03am",8,88.22,25.62,0,56,2,0,3,61,0,0,0,0,0,0,0,6,0,0,0,4,0,0,NA,NA
"20",140,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","03am-04am",9,88.22,25.62,0,29,2,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"21",141,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","04am-05am",10,88.22,25.62,0,35,2,0,3,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA
"22",142,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,82,2,"HLC","OUT","05am-06am",11,88.22,25.62,0,6,0,1,5,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"23",143,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","07pm-08pm",1,77.21,28.59,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"24",144,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","08pm-09pm",2,77.21,28.59,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"25",145,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","09pm-10pm",3,77.21,28.59,0,8,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"26",146,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","10pm-11pm",4,77.21,28.59,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"27",147,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","11pm-12am",5,77.21,28.59,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"28",148,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","12am-01am",6,77.21,28.59,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"29",149,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","01am-02am",7,77.21,28.59,0,53,0,0,1,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"30",150,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","02am-03am",8,77.21,28.59,0,18,0,0,1,19,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,NA
"31",151,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","03am-04am",9,77.21,28.59,0,31,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"32",152,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","04am-05am",10,77.21,28.59,0,21,0,1,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"33",153,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","IN","05am-06am",11,77.21,28.59,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"34",154,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","07pm-08pm",1,87.1,26.59,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA
"35",155,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","08pm-09pm",2,87.1,26.59,0,5,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"36",156,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","09pm-10pm",3,87.1,26.59,0,6,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"37",157,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","10pm-11pm",4,87.1,26.59,0,44,0,0,1,45,0,0,0,0,0,0,0,6,0,0,0,0,0,0,NA,NA
"38",158,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","11pm-12am",5,87.1,26.59,0,26,0,0,1,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA
"39",159,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","12am-01am",6,87.1,26.59,0,46,1,0,1,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"40",160,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","01am-02am",7,87.1,26.59,0,9,0,0,4,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
"41",161,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","02am-03am",8,87.1,26.59,0,17,1,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"42",162,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","03am-04am",9,87.1,26.59,0,19,2,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"43",163,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","04am-05am",10,87.1,26.59,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"44",164,2016-10-02,"Banfora","Tiefora","P 2.0","wet-season",1,"Oct-16",10,94,4,"HLC","OUT","05am-06am",11,87.1,26.59,0,20,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
"45",1369,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","07pm-08pm",1,65.13,29.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"46",1370,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","08pm-09pm",2,65.13,29.31,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"47",1371,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","09pm-10pm",3,65.13,29.31,0,3,0,1,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"48",1372,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","10pm-11pm",4,65.13,29.31,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"49",1373,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","11pm-12am",5,65.13,29.31,0,4,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"50",1374,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","12am-01am",6,65.13,29.31,0,9,0,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"51",1375,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","01am-02am",7,65.13,29.31,0,8,3,3,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"52",1376,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","02am-03am",8,65.13,29.31,0,10,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"53",1377,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","03am-04am",9,65.13,29.31,0,6,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"54",1378,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","04am-05am",10,65.13,29.31,0,3,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"55",1379,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","IN","05am-06am",11,65.13,29.31,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"56",1380,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","07pm-08pm",1,76.8,26.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"57",1381,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","08pm-09pm",2,76.8,26.19,0,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"58",1382,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","09pm-10pm",3,76.8,26.19,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"59",1383,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","10pm-11pm",4,76.8,26.19,0,10,0,2,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
"60",1384,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","11pm-12am",5,76.8,26.19,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"61",1385,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","12am-01am",6,76.8,26.19,0,25,0,0,1,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"62",1386,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","01am-02am",7,76.8,26.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"63",1387,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","02am-03am",8,76.8,26.19,0,8,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"64",1388,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","03am-04am",9,76.8,26.19,0,15,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"65",1389,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","04am-05am",10,76.8,26.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"66",1390,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,579,6,"HLC","OUT","05am-06am",11,76.8,26.19,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"67",1413,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","07pm-08pm",1,65.06,29.41,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"68",1414,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","08pm-09pm",2,65.06,29.41,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"69",1415,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","09pm-10pm",3,65.06,29.41,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"70",1416,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","10pm-11pm",4,65.06,29.41,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"71",1417,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","11pm-12am",5,65.06,29.41,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"72",1418,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","12am-01am",6,65.06,29.41,0,16,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"73",1419,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","01am-02am",7,65.06,29.41,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"74",1420,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","02am-03am",8,65.06,29.41,0,10,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"75",1421,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","03am-04am",9,65.06,29.41,0,5,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"76",1422,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","04am-05am",10,65.06,29.41,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"77",1423,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","IN","05am-06am",11,65.06,29.41,0,8,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"78",1424,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","07pm-08pm",1,77.03,26.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"79",1425,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","08pm-09pm",2,77.03,26.17,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"80",1426,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","09pm-10pm",3,77.03,26.17,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"81",1427,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","10pm-11pm",4,77.03,26.17,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"82",1428,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","11pm-12am",5,77.03,26.17,0,12,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"83",1429,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","12am-01am",6,77.03,26.17,0,15,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
"84",1430,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","01am-02am",7,77.03,26.17,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"85",1431,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","02am-03am",8,77.03,26.17,0,5,2,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"86",1432,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","03am-04am",9,77.03,26.17,0,8,0,2,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"87",1433,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","04am-05am",10,77.03,26.17,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"88",1434,2016-10-28,"Banfora","Tiefora","P 2.0","wet-season",27,"Oct-16",10,36,8,"HLC","OUT","05am-06am",11,77.03,26.17,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"89",1443,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","07pm-08pm",1,66,29.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"90",1444,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","08pm-09pm",2,66,29.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA
"91",1445,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","09pm-10pm",3,66,29.26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"92",1446,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","10pm-11pm",4,66,29.26,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"93",1447,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","11pm-12am",5,66,29.26,0,2,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
"94",1448,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","12am-01am",6,66,29.26,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"95",1449,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","01am-02am",7,66,29.26,0,4,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"96",1450,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","02am-03am",8,66,29.26,0,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"97",1451,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","03am-04am",9,66,29.26,0,2,3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"98",1452,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","04am-05am",10,66,29.26,0,2,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"99",1453,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","IN","05am-06am",11,66,29.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"100",1454,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","07pm-08pm",1,82.7,25.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"101",1455,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","08pm-09pm",2,82.7,25.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"102",1456,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","09pm-10pm",3,82.7,25.84,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"103",1457,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","10pm-11pm",4,82.7,25.84,0,1,0,3,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
"104",1458,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","11pm-12am",5,82.7,25.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"105",1459,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","12am-01am",6,82.7,25.84,0,5,2,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"106",1460,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","01am-02am",7,82.7,25.84,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"107",1461,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","02am-03am",8,82.7,25.84,0,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"108",1462,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","03am-04am",9,82.7,25.84,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"109",1463,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","04am-05am",10,82.7,25.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"110",1464,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,577,5,"HLC","OUT","05am-06am",11,82.7,25.84,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"111",1487,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,579,7,"HLC","IN","07pm-08pm",1,67.14,28.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"112",1488,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,579,7,"HLC","IN","08pm-09pm",2,67.14,28.91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"113",1489,2016-11-01,"Banfora","Tiefora","P 2.0","dry-season",31,"Nov-16",11,579,7,"HLC","IN","09pm-10pm",3,67.14,28.91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
